untreated volume,TSS in rajakaluve,COD in rajakaluve,BOD in rajakaluve,TSS in STPs effluent,COD in STPs effluent,BOD in STPs effluent,TSS in wetland outlet,COD in wetland outlet,BOD in wetland outlet,TSS in lake inflow,COD in lake inflow,BOD in lake inflow
2274975.36,144.9670275602681,272.8584327871612,83.28830066280217,nan,nan,nan,0.0,0.0,0.0,144.9670275602681,272.8584327871612,83.28830066280217
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,144.54111773378477,271.6756457065315,82.87883568795253,nan,nan,nan,0.0,0.0,0.0,144.54111773378477,271.6756457065315,82.87883568795253
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,145.0,272.95,83.32,nan,nan,nan,0.0,0.0,0.0,145.0,272.95,83.32
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,189.4794340502537,4466.338592300978,174.68734553796165,nan,nan,nan,0.0,0.0,0.0,189.4794340502537,4466.338592300978,174.68734553796165
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
2274975.36,190.33,4498.42,175.86,nan,nan,nan,0.0,0.0,0.0,190.33,4498.42,175.86
