untreated volume,TSS in rajakaluve,COD in rajakaluve,BOD in rajakaluve,TSS in STPs effluent,COD in STPs effluent,BOD in STPs effluent,TSS in lake inflow,COD in lake inflow,BOD in lake inflow
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,537.6503068304481,420.918687433975,204.43998773345578,nan,nan,nan,nan,nan,nan
4633966.08,538.8428717215721,421.30863732340066,204.72421674528323,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,531.7983599710022,419.00519321009716,203.0452685986678,nan,nan,nan,nan,nan,nan
4633966.08,538.4587267260349,421.1830279753072,204.63266185104422,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,540.0,421.687,205.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,219.96947178860125,341.81440708835083,199.95646320892072,nan,nan,nan,nan,nan,nan
