ID,name,tank_wsarea,tank_sewvol,tank_vopen,tank_evvol,tank_revol,spill,tank_uspill,tank_crunvol,tank_rajkalve,tank_inflow,tank_usdivert,tank_vclose,tank_stp,DS_tank,divert,treated
9,Thirumenahalli,8163.3356548468455,851.04,115.0,57.14334958392792,24.490006964540537,0,0,412.41658500000005,429.43738500000006,429.43738500000006,0,462.80402845153156,0,14,n,0.98
9,Thirumenahalli,15692.20908213643,851.04,462.80402845153156,109.84546357495502,47.076627246409295,0,0,0.0,17.020800000000015,17.020800000000015,0,322.9027376301672,0,14,n,0.98
9,Thirumenahalli,13252.949582975842,851.04,322.9027376301672,92.7706470808309,39.75884874892753,0,0,0.0,17.020800000000015,17.020800000000015,0,207.39404180040881,0,14,n,0.98
9,Thirumenahalli,10766.33283855792,851.04,207.39404180040881,75.36432986990545,32.298998515673766,0,0,0.0,17.020800000000015,17.020800000000015,0,116.75151341482962,0,14,n,0.98
9,Thirumenahalli,8221.45709490525,851.04,116.75151341482962,57.55019966433675,24.664371284715752,0,0,0.0,17.020800000000015,17.020800000000015,0,51.55774246577711,0,14,n,0.98
9,Thirumenahalli,51.55774246577711,851.04,51.55774246577711,0.36090419726043976,0.15467322739733133,0,0,0.0,17.020800000000015,17.020800000000015,0,68.06296504111937,0,14,n,0.98
9,Thirumenahalli,68.06296504111937,851.04,68.06296504111937,0.4764407552878356,0.2041888951233581,0,0,0.0,17.020800000000015,17.020800000000015,0,84.4031353907082,0,14,n,0.98
9,Thirumenahalli,84.4031353907082,851.04,84.4031353907082,0.5908219477349574,0.2532094061721246,0,0,5773.832190000001,5790.852990000001,5790.852990000001,0,5874.412094036802,0,14,n,0.98
9,Thirumenahalli,51718.37671126979,851.04,5874.412094036802,362.0286369788885,155.15513013380937,0,0,0.0,17.020800000000015,17.020800000000015,0,5374.2491269241045,0,14,n,0.98
9,Thirumenahalli,49602.78306402176,851.04,5374.2491269241045,347.2194814481523,148.80834919206526,0,0,0.0,17.020800000000015,17.020800000000015,0,4895.242096283887,0,14,n,0.98
9,Thirumenahalli,47476.297352989626,851.04,4895.242096283887,332.3340814709274,142.42889205896887,0,0,0.0,17.020800000000015,17.020800000000015,0,4437.499922753991,0,14,n,0.98
9,Thirumenahalli,45338.34501067413,851.04,4437.499922753991,317.36841507471894,136.01503503202238,0,0,0.0,17.020800000000015,17.020800000000015,0,4001.1372726472505,0,14,n,0.98
9,Thirumenahalli,43188.290750797736,851.04,4001.1372726472505,302.31803525558416,129.5648722523932,0,0,0.0,17.020800000000015,17.020800000000015,0,3586.275165139273,0,14,n,0.98
9,Thirumenahalli,41025.428583717934,851.04,3586.275165139273,287.1780000860255,123.0762857511538,0,0,0.0,17.020800000000015,17.020800000000015,0,3193.0416793020945,0,14,n,0.98
9,Thirumenahalli,38848.9695366432,851.04,3193.0416793020945,271.9427867565024,116.5469086099296,0,0,0.0,17.020800000000015,17.020800000000015,0,2821.5727839356628,0,14,n,0.98
9,Thirumenahalli,36658.02638310581,851.04,2821.5727839356628,256.6061846817407,109.97407914931743,0,0,0.0,17.020800000000015,17.020800000000015,0,2472.013320104605,0,14,n,0.98
9,Thirumenahalli,34451.59441818087,851.04,2472.013320104605,241.1611609272661,103.35478325454262,0,0,0.0,17.020800000000015,17.020800000000015,0,2144.518175922796,0,14,n,0.98
9,Thirumenahalli,32228.526919863012,851.04,2144.518175922796,225.5996884390411,96.68558075958904,0,0,0.0,17.020800000000015,17.020800000000015,0,1839.2537067241662,0,14,n,0.98
9,Thirumenahalli,29987.50333807204,851.04,1839.2537067241662,209.9125233665043,89.96251001421612,0,0,0.0,17.020800000000015,17.020800000000015,0,1556.3994733434458,0,14,n,0.98
9,Thirumenahalli,27726.987323624617,851.04,1556.3994733434458,194.08891126537233,83.18096197087385,0,0,0.0,17.020800000000015,17.020800000000015,0,1296.1504001071996,0,14,n,0.98
9,Thirumenahalli,25445.170226072343,851.04,1296.1504001071996,178.11619158250642,76.33551067821703,0,0,0.0,17.020800000000015,17.020800000000015,0,1058.719497846476,0,14,n,0.98
9,Thirumenahalli,23139.89324248304,851.04,1058.719497846476,161.97925269738127,69.41967972744912,0,0,0.0,17.020800000000015,17.020800000000015,0,844.3413654216457,0,14,n,0.98
9,Thirumenahalli,20808.53721134511,851.04,844.3413654216457,145.65976047941575,62.42561163403533,0,0,0.0,17.020800000000015,17.020800000000015,0,653.2767933081947,0,14,n,0.98
9,Thirumenahalli,18447.861570815312,851.04,653.2767933081947,129.13503099570718,55.34358471244594,0,0,0.0,17.020800000000015,17.020800000000015,0,485.81897760004153,0,14,n,0.98
